what's happening with computers today	Camille Martnez: Over the next 20 years, more will change around the way we do our work than in the last 2,000 years. He says we're on the cusp of our next great era as a species: Welcome To the Augmented Age. Tools are making a leap from being passive to being generative, he says. Generative design tools use a computer and algorithms to synthesize geometry to come up with new designs all by themselves. In 1952, computer scientists built a computer that could play Tic-Tac-Toe. 45 years later,, in 1997, Deep Blue beats Kasparov at chess. 2011, Watson beats these two humans at Jeopardy. And a couple of weeks ago, AlphaGo's AlphaGo beats the world's best human at Go, which is the most difficult game that we have. What's basically happening is computers are going from being like Spock to being like Kirk. We're going to see a world where we're moving from things fabricated to things that are farmed. We'll move from being isolated to that which are moving away from things which are constructed. And I think we'll shift from craving obedience from valuing autonomy, and valuing our things to valuing them.
what is happening to computers	Camille Martnez: Over the next 20 years, more will change around the way we do our work than in the last 2,000 years. He says we're on the cusp of our next great era as a species: Welcome To the Augmented Age. Tools are making a leap from being passive to being generative, he says. Generative design tools use a computer and algorithms to synthesize geometry to come up with new designs all by themselves. In 1952, computer scientists built a computer that could play Tic-Tac-Toe. 45 years later,, in 1997, Deep Blue beats Kasparov at chess. 2011, Watson beats these two humans at Jeopardy. And a couple of weeks ago, AlphaGo's AlphaGo beats the world's best human at Go, which is the most difficult game that we have. What's basically happening is computers are going from being like Spock to being like Kirk. We're going to see a world where we're moving from things fabricated to things that are farmed. We'll move from being isolated to that which are moving away from things which are constructed. And I think we'll shift from craving obedience from valuing autonomy, and valuing our things to valuing them.
what are some of the things happening in the future	Camille Martnez: Over the next 20 years, more will change around the way we do our work than in the last 2,000 years. He says we're on the cusp of our next great era as a species: Welcome To the Augmented Age. Tools are making a leap from being passive to being generative, he says. Generative design tools use a computer and algorithms to synthesize geometry to come up with new designs all by themselves. In 1952, computer scientists built a computer that could play Tic-Tac-Toe. 45 years later,, in 1997, Deep Blue beats Kasparov at chess. 2011, Watson beats these two humans at Jeopardy. And a couple of weeks ago, AlphaGo's AlphaGo beats the world's best human at Go, which is the most difficult game that we have. What's basically happening is computers are going from being like Spock to being like Kirk. We're going to see a world where we're moving from things fabricated to things that are farmed. We'll move from being isolated to that which are moving away from things which are constructed. And I think we'll shift from craving obedience from valuing autonomy, and valuing our things to valuing them.
how much battery does the topony 12 have	This phone has a Snapdragon 8, Gen 2 with 8 gigs of RAM, a 6.7 inch 1440p, 120 Hertz OLED display, triple cameras and a 5 000 milliamp hour battery with 80 watt charging for 699 bucks. The Hasselblad branding is back and we'll talk about the cameras in a minute. The OnePlus 11 has a 5,000 milliamp hour battery. It has 80 watt charging in the US and other versions have 100 watt charging. The only reason I'm not going to keep dailying this phone though aside from other phones that I have to test very soon, is the software. On this phone, it's a swipe, a tap, and another tap to get to the app. It takes multiple swipes to get through all your notifications and close them every time. That's a little more annoying over time. But the good thing is other than that, there's a lot of nice things like in this software. it's very well thought out and laid out. I think if OnePlus really wants to sort of redeem themselves and they look back a little bit at what was so successful with oxygen OS. I Know they eventually did this merge thing with Oppo and color OS.
what is the phone software on a phone	This phone has a Snapdragon 8, Gen 2 with 8 gigs of RAM, a 6.7 inch 1440p, 120 Hertz OLED display, triple cameras and a 5 000 milliamp hour battery with 80 watt charging for 699 bucks. The Hasselblad branding is back and we'll talk about the cameras in a minute. The OnePlus 11 has a 5,000 milliamp hour battery. It has 80 watt charging in the US and other versions have 100 watt charging. The only reason I'm not going to keep dailying this phone though aside from other phones that I have to test very soon, is the software. On this phone, it's a swipe, a tap, and another tap to get to the app. It takes multiple swipes to get through all your notifications and close them every time. That's a little more annoying over time. But the good thing is other than that, there's a lot of nice things like in this software. it's very well thought out and laid out. I think if OnePlus really wants to sort of redeem themselves and they look back a little bit at what was so successful with oxygen OS. I Know they eventually did this merge thing with Oppo and color OS.
how many watts of charge does a phone	This phone has a Snapdragon 8, Gen 2 with 8 gigs of RAM, a 6.7 inch 1440p, 120 Hertz OLED display, triple cameras and a 5 000 milliamp hour battery with 80 watt charging for 699 bucks. The Hasselblad branding is back and we'll talk about the cameras in a minute. The OnePlus 11 has a 5,000 milliamp hour battery. It has 80 watt charging in the US and other versions have 100 watt charging. The only reason I'm not going to keep dailying this phone though aside from other phones that I have to test very soon, is the software. On this phone, it's a swipe, a tap, and another tap to get to the app. It takes multiple swipes to get through all your notifications and close them every time. That's a little more annoying over time. But the good thing is other than that, there's a lot of nice things like in this software. it's very well thought out and laid out. I think if OnePlus really wants to sort of redeem themselves and they look back a little bit at what was so successful with oxygen OS. I Know they eventually did this merge thing with Oppo and color OS.
how much battery in a toso	This phone has a Snapdragon 8, Gen 2 with 8 gigs of RAM, a 6.7 inch 1440p, 120 Hertz OLED display, triple cameras and a 5 000 milliamp hour battery with 80 watt charging for 699 bucks. The Hasselblad branding is back and we'll talk about the cameras in a minute. The OnePlus 11 has a 5,000 milliamp hour battery. It has 80 watt charging in the US and other versions have 100 watt charging. The only reason I'm not going to keep dailying this phone though aside from other phones that I have to test very soon, is the software. On this phone, it's a swipe, a tap, and another tap to get to the app. It takes multiple swipes to get through all your notifications and close them every time. That's a little more annoying over time. But the good thing is other than that, there's a lot of nice things like in this software. it's very well thought out and laid out. I think if OnePlus really wants to sort of redeem themselves and they look back a little bit at what was so successful with oxygen OS. I Know they eventually did this merge thing with Oppo and color OS.
what party has the most seats in mid term elections	In the U.S. in two weeks, Americans will cast their votes for representatives in Congress and candidates for state and local offices. Democrats control both chambers of Congress by a thin margin. Historically, lawmakers who are in the same party as the president tend to lose seats in mid term elections regardless of who the president is. Early voter turnout for the 2022 midterms is on Pace to shatter the previous records set in 2018. Dan Mancina lost his eyesight at 23 years old due to a neurodegenerative disease. Dan's perseverance is a reminder that when circumstances build up walls around us, we have to find ways to continue to build ourselves up within them. For today's 10 out of 10, a dog on cute creation that deserves a round of applause.
what party controls both congress and u.s. midterms	In the U.S. in two weeks, Americans will cast their votes for representatives in Congress and candidates for state and local offices. Democrats control both chambers of Congress by a thin margin. Historically, lawmakers who are in the same party as the president tend to lose seats in mid term elections regardless of who the president is. Early voter turnout for the 2022 midterms is on Pace to shatter the previous records set in 2018. Dan Mancina lost his eyesight at 23 years old due to a neurodegenerative disease. Dan's perseverance is a reminder that when circumstances build up walls around us, we have to find ways to continue to build ourselves up within them. For today's 10 out of 10, a dog on cute creation that deserves a round of applause.
when did dan mancina lose his eyesight	In the U.S. in two weeks, Americans will cast their votes for representatives in Congress and candidates for state and local offices. Democrats control both chambers of Congress by a thin margin. Historically, lawmakers who are in the same party as the president tend to lose seats in mid term elections regardless of who the president is. Early voter turnout for the 2022 midterms is on Pace to shatter the previous records set in 2018. Dan Mancina lost his eyesight at 23 years old due to a neurodegenerative disease. Dan's perseverance is a reminder that when circumstances build up walls around us, we have to find ways to continue to build ourselves up within them. For today's 10 out of 10, a dog on cute creation that deserves a round of applause.
who controls congress	In the U.S. in two weeks, Americans will cast their votes for representatives in Congress and candidates for state and local offices. Democrats control both chambers of Congress by a thin margin. Historically, lawmakers who are in the same party as the president tend to lose seats in mid term elections regardless of who the president is. Early voter turnout for the 2022 midterms is on Pace to shatter the previous records set in 2018. Dan Mancina lost his eyesight at 23 years old due to a neurodegenerative disease. Dan's perseverance is a reminder that when circumstances build up walls around us, we have to find ways to continue to build ourselves up within them. For today's 10 out of 10, a dog on cute creation that deserves a round of applause.
where was a snowy owl located in california	Buffalo Bills player Demar Hamlin suffered cardiac arrest in the first quarter of their game last Monday. Bills players refused to play on, prioritizing their mental health over the outcome of the game. Hear how the world has come together to support Hamlin's GoFundMe charity to raise money to buy toys for kids. Hear what the U.S. House Speaker Kevin McCarthy says he's learned to be a better father and partner. A snowy owl normally found in the Arctic tundra shows up 3,000 miles away amid palm trees and beaches of sunny Southern California. A rare sighting has transfixed a California Community. The President has faced pressure, not just to visit the Border, but also address these issues regarding the Border as it has become a political liability.
where can you see snowy owls	Buffalo Bills player Demar Hamlin suffered cardiac arrest in the first quarter of their game last Monday. Bills players refused to play on, prioritizing their mental health over the outcome of the game. Hear how the world has come together to support Hamlin's GoFundMe charity to raise money to buy toys for kids. Hear what the U.S. House Speaker Kevin McCarthy says he's learned to be a better father and partner. A snowy owl normally found in the Arctic tundra shows up 3,000 miles away amid palm trees and beaches of sunny Southern California. A rare sighting has transfixed a California Community. The President has faced pressure, not just to visit the Border, but also address these issues regarding the Border as it has become a political liability.
who are a owls	Buffalo Bills player Demar Hamlin suffered cardiac arrest in the first quarter of their game last Monday. Bills players refused to play on, prioritizing their mental health over the outcome of the game. Hear how the world has come together to support Hamlin's GoFundMe charity to raise money to buy toys for kids. Hear what the U.S. House Speaker Kevin McCarthy says he's learned to be a better father and partner. A snowy owl normally found in the Arctic tundra shows up 3,000 miles away amid palm trees and beaches of sunny Southern California. A rare sighting has transfixed a California Community. The President has faced pressure, not just to visit the Border, but also address these issues regarding the Border as it has become a political liability.
where is the snowy owl found	Buffalo Bills player Demar Hamlin suffered cardiac arrest in the first quarter of their game last Monday. Bills players refused to play on, prioritizing their mental health over the outcome of the game. Hear how the world has come together to support Hamlin's GoFundMe charity to raise money to buy toys for kids. Hear what the U.S. House Speaker Kevin McCarthy says he's learned to be a better father and partner. A snowy owl normally found in the Arctic tundra shows up 3,000 miles away amid palm trees and beaches of sunny Southern California. A rare sighting has transfixed a California Community. The President has faced pressure, not just to visit the Border, but also address these issues regarding the Border as it has become a political liability.
what is google suing?	The U.S. Justice Department and Eight States have sued Google accusing the company of harming their competition and the online advertising market. This move is the Biden administration's first big Anti-Trust case against the big tech company. The US government is calling for Google to be broken up and forced to spin off, at least its online advertising exchange. CNN International Diplomatic Editor: Nick Robertson who has more on what to expect from Russian President Vladimir Putin Foreign [Music] Big issue in 2023 will be feeding his war in Ukraine both men and materiel. Hundreds of thousands of military-aged men fled Russia last year for inconscription more than 100 000 Russian servicemen already believe killed in Ukraine.
what was the purpose of the russian war against ukraine	The U.S. Justice Department and Eight States have sued Google accusing the company of harming their competition and the online advertising market. This move is the Biden administration's first big Anti-Trust case against the big tech company. The US government is calling for Google to be broken up and forced to spin off, at least its online advertising exchange. CNN International Diplomatic Editor: Nick Robertson who has more on what to expect from Russian President Vladimir Putin Foreign [Music] Big issue in 2023 will be feeding his war in Ukraine both men and materiel. Hundreds of thousands of military-aged men fled Russia last year for inconscription more than 100 000 Russian servicemen already believe killed in Ukraine.
when did google become part of the government	The U.S. Justice Department and Eight States have sued Google accusing the company of harming their competition and the online advertising market. This move is the Biden administration's first big Anti-Trust case against the big tech company. The US government is calling for Google to be broken up and forced to spin off, at least its online advertising exchange. CNN International Diplomatic Editor: Nick Robertson who has more on what to expect from Russian President Vladimir Putin Foreign [Music] Big issue in 2023 will be feeding his war in Ukraine both men and materiel. Hundreds of thousands of military-aged men fled Russia last year for inconscription more than 100 000 Russian servicemen already believe killed in Ukraine.
what kind of problems did putin face against usa	The U.S. Justice Department and Eight States have sued Google accusing the company of harming their competition and the online advertising market. This move is the Biden administration's first big Anti-Trust case against the big tech company. The US government is calling for Google to be broken up and forced to spin off, at least its online advertising exchange. CNN International Diplomatic Editor: Nick Robertson who has more on what to expect from Russian President Vladimir Putin Foreign [Music] Big issue in 2023 will be feeding his war in Ukraine both men and materiel. Hundreds of thousands of military-aged men fled Russia last year for inconscription more than 100 000 Russian servicemen already believe killed in Ukraine.
who is boom supersonic?	It's been nearly three years since the start of the Covid-19 Pandemic, the theory that the virus originated from a lab in Wuhan China in the spotlight. House Republicans are demanding more information from the State Department FBI and Doe on the origins of Covet 19. Blake Scholl, founder and CEO of Boom Supersonic, is working to bring supersonic air travel back to the skies. Boom has a sky-high goal to get Overture into service by 2029. Boom's prototype of what will be their first airliner, Overture, is expected to go twice as fast as regular aircraft.
what city did covid 19 originate from	It's been nearly three years since the start of the Covid-19 Pandemic, the theory that the virus originated from a lab in Wuhan China in the spotlight. House Republicans are demanding more information from the State Department FBI and Doe on the origins of Covet 19. Blake Scholl, founder and CEO of Boom Supersonic, is working to bring supersonic air travel back to the skies. Boom has a sky-high goal to get Overture into service by 2029. Boom's prototype of what will be their first airliner, Overture, is expected to go twice as fast as regular aircraft.
who is the founder of boom supersonic	It's been nearly three years since the start of the Covid-19 Pandemic, the theory that the virus originated from a lab in Wuhan China in the spotlight. House Republicans are demanding more information from the State Department FBI and Doe on the origins of Covet 19. Blake Scholl, founder and CEO of Boom Supersonic, is working to bring supersonic air travel back to the skies. Boom has a sky-high goal to get Overture into service by 2029. Boom's prototype of what will be their first airliner, Overture, is expected to go twice as fast as regular aircraft.
who founded boom supersonic	It's been nearly three years since the start of the Covid-19 Pandemic, the theory that the virus originated from a lab in Wuhan China in the spotlight. House Republicans are demanding more information from the State Department FBI and Doe on the origins of Covet 19. Blake Scholl, founder and CEO of Boom Supersonic, is working to bring supersonic air travel back to the skies. Boom has a sky-high goal to get Overture into service by 2029. Boom's prototype of what will be their first airliner, Overture, is expected to go twice as fast as regular aircraft.
how does exercise protect your brain?	A professor of neuroscience, as a neuroscientist, I used my deep understanding of neuroscience to essentially do an experiment on myself in which I discovered the science underlying why exercise is the most transformative thing that you can do for your brain today. Simply moving your body, has immediate, long-lasting and protective benefits for the brain, and that can last for the rest of your life. A single workout can improve your ability to shift and focus attention, and that focus improvement will last for at least two hours. The most transformative thing that exercise will do is its protective effects on your brain. The more you're working out, the bigger and stronger your hippocampus and prefrontal cortex gets. Wendy Suzuki: "I Want to understand the optimum exercise prescription for you, at your age,, at your fitness level,, for your genetic background,, to maximize the effects of exercise today, and also to improve your brain and protect your brain the best for the rest of your life. But it's one thing to talk about exercise, and it's another to do it. So I'm going to invoke my power as a certified exercise instructor, to ask you all to stand up. It's call-and-response, just do what I do, say what I say, and make sure you don't punch your neighbor, OK? Music!
